"","timestamp","Villa.Tecolutilla.Wind.Speed..80.m.","Villa.Tecolutilla.Wind.Direction..80.m."
"512",2020-05-01 07:00:00,12.218805,44.999985
"513",2020-05-01 08:00:00,15.459054,27.75853
"514",2020-05-01 09:00:00,14.20062,30.465546
"515",2020-05-01 10:00:00,16.09969,26.565033
"516",2020-05-01 11:00:00,20.056877,21.037506
"517",2020-05-01 12:00:00,23.110205,18.15271
"518",2020-05-01 13:00:00,25.501621,18.946503
"519",2020-05-01 14:00:00,27.219902,20.112595
"520",2020-05-01 15:00:00,29.157776,20.224854
"521",2020-05-01 16:00:00,29.882166,21.92958
"522",2020-05-01 17:00:00,30.599998,25.057602
"523",2020-05-01 18:00:00,29.69727,30.6064
"524",2020-05-01 19:00:00,28.227304,37.746796
"525",2020-05-01 20:00:00,23.584808,31.263718
"526",2020-05-01 21:00:00,22.682856,35.96051
"527",2020-05-01 22:00:00,22.159746,43.025055
"528",2020-05-01 23:00:00,23.000591,50.079605
"529",2020-05-02 00:00:00,22.682856,54.039474
"530",2020-05-02 01:00:00,23.773632,57.994614
"531",2020-05-02 02:00:00,22.288042,58.877518
"532",2020-05-02 03:00:00,21.749483,61.31385
"533",2020-05-02 04:00:00,19.652176,61.557068
"534",2020-05-02 05:00:00,16.489416,53.88066
"535",2020-05-02 06:00:00,14.904173,52.853302
"536",2020-05-02 07:00:00,14.77755,55.922806
"537",2020-05-02 08:00:00,9.19939,59.42076
"538",2020-05-02 09:00:00,11.384198,55.304832
"539",2020-05-02 10:00:00,11.090103,54.2461
"540",2020-05-02 11:00:00,13.493999,46.080917
"541",2020-05-02 12:00:00,15.696165,36.60707
"542",2020-05-02 13:00:00,18.720001,22.619858
