"","timestamp","Amalia.Wind.Speed..80.m.","Amalia.Wind.Direction..80.m."
"385",2020-04-26 00:00:00,7.968939,251.56506
"386",2020-04-26 01:00:00,5.0142193,248.9625
"387",2020-04-26 02:00:00,2.2768397,251.56506
"388",2020-04-26 03:00:00,0,180
"389",2020-04-26 04:00:00,2.1897945,80.537674
"391",2020-04-26 06:00:00,4.32,89.99999
"392",2020-04-26 07:00:00,5.0911684,98.1301
"393",2020-04-26 08:00:00,4.6800003,112.61986
"394",2020-04-26 09:00:00,3.7585104,163.30075
"395",2020-04-26 10:00:00,5.315336,208.30077
"396",2020-04-26 11:00:00,8.209263,232.12502
"397",2020-04-26 12:00:00,12.397806,244.17902
"398",2020-04-26 13:00:00,16.73516,251.1753
"399",2020-04-26 14:00:00,19.137648,253.61046
"400",2020-04-26 15:00:00,21.518847,252.47443
"401",2020-04-26 16:00:00,22.206486,253.03384
"402",2020-04-26 17:00:00,23.34455,252.96223
"415",2020-04-27 06:00:00,10.966713,156.8014
"416",2020-04-27 07:00:00,9.021574,151.38954
"417",2020-04-27 08:00:00,6.297428,149.03624
"418",2020-04-27 09:00:00,8.557102,165.37912
"419",2020-04-27 10:00:00,10.799999,180
"420",2020-04-27 11:00:00,13.661038,198.43495
"421",2020-04-27 12:00:00,15.807239,210.06859
"422",2020-04-27 13:00:00,18.723461,217.9716
"423",2020-04-27 14:00:00,21.142147,227.07004
"424",2020-04-27 15:00:00,22.89611,233.31029
"425",2020-04-27 16:00:00,23.584808,238.73627
"426",2020-04-27 17:00:00,23.83624,244.98311
"427",2020-04-27 18:00:00,27.055143,244.79889
"428",2020-04-27 19:00:00,24.1388,252.64598
"429",2020-04-27 20:00:00,23.023119,260.09583
"430",2020-04-27 21:00:00,18.36353,268.8767
"431",2020-04-27 22:00:00,10.08,270
"432",2020-04-27 23:00:00,6.2145634,259.992
"433",2020-04-28 00:00:00,4.6800003,247.38014
"434",2020-04-28 01:00:00,3.396233,237.99463
"435",2020-04-28 02:00:00,1.5273507,225
"436",2020-04-28 03:00:00,1.08,89.99999
"437",2020-04-28 04:00:00,3.219938,63.43495
"438",2020-04-28 05:00:00,5.315336,61.699234
"439",2020-04-28 06:00:00,6.830519,71.56504
"440",2020-04-28 07:00:00,6.638072,77.47118
"441",2020-04-28 08:00:00,5.04,89.99999
"442",2020-04-28 09:00:00,4.829907,116.56505
"443",2020-04-28 10:00:00,6.0347,162.64597
"444",2020-04-28 11:00:00,7.8625183,195.9454
"445",2020-04-28 12:00:00,9.793059,216.02737
"446",2020-04-28 13:00:00,12.229406,227.38594
"447",2020-04-28 14:00:00,14.277983,236.30994
"448",2020-04-28 15:00:00,16.09969,243.43495
"449",2020-04-28 16:00:00,17.873554,251.2001
"450",2020-04-28 17:00:00,19.296133,255.96376
"451",2020-04-28 18:00:00,26.758923,252.78394
"452",2020-04-28 19:00:00,27.943514,255.06857
"453",2020-04-28 20:00:00,29.59235,260.1939
"454",2020-04-28 21:00:00,26.28,270
"455",2020-04-28 22:00:00,15.273505,278.1301
"456",2020-04-28 23:00:00,9.605998,282.99463
"457",2020-04-29 00:00:00,6.5693827,279.46234
"458",2020-04-29 01:00:00,4.802999,282.99463
"459",2020-04-29 02:00:00,2.968636,284.03625
"460",2020-04-29 03:00:00,1.9386592,338.1986
"461",2020-04-29 04:00:00,2.4149535,26.565033
"462",2020-04-29 05:00:00,3.8268526,48.81407
"463",2020-04-29 06:00:00,3.8268526,48.81407
"464",2020-04-29 07:00:00,4.896529,72.89727
"465",2020-04-29 08:00:00,3.7585104,73.30075
"466",2020-04-29 09:00:00,2.6208394,105.9454
"467",2020-04-29 10:00:00,2.1897945,189.46233
"468",2020-04-29 11:00:00,5.692099,235.30484
"469",2020-04-29 12:00:00,10.137692,253.49564
"470",2020-04-29 13:00:00,13.849476,261.02737
"471",2020-04-29 14:00:00,15.517629,266.0091
"472",2020-04-29 15:00:00,16.563911,268.75464
"473",2020-04-29 16:00:00,17.28,270
"474",2020-04-29 17:00:00,20.163212,271.02304
"475",2020-04-29 18:00:00,27.25559,257.79953
"476",2020-04-29 19:00:00,30.599998,261.20258
"477",2020-04-29 20:00:00,34.217045,271.80875
"478",2020-04-29 21:00:00,33.39473,281.1888
"479",2020-04-29 22:00:00,23.933908,285.70865
"480",2020-04-29 23:00:00,15.542662,283.39252
"481",2020-04-30 00:00:00,10.1376915,276.1155
"482",2020-04-30 01:00:00,6.8399997,270
"483",2020-04-30 02:00:00,3.319036,257.4712
"484",2020-04-30 03:00:00,1.08,180
"485",2020-04-30 04:00:00,3.5455887,113.96249
"486",2020-04-30 05:00:00,4.896529,107.10272
"487",2020-04-30 06:00:00,2.8116899,50.194427
"488",2020-04-30 07:00:00,0.71999997,360
"489",2020-04-30 08:00:00,1.08,270
"490",2020-04-30 09:00:00,3.5455887,246.0375
"491",2020-04-30 10:00:00,5.8048253,240.25513
"492",2020-04-30 11:00:00,9.339208,242.44719
"493",2020-04-30 12:00:00,12.397806,244.17902
"494",2020-04-30 13:00:00,16.42247,243.99666
"495",2020-04-30 14:00:00,19.161337,244.39783
"496",2020-04-30 15:00:00,21.749481,245.55606
"497",2020-04-30 16:00:00,22.881958,245.85446
"498",2020-04-30 17:00:00,23.73271,247.71442
"499",2020-04-30 18:00:00,21.461555,247.30621
"500",2020-04-30 19:00:00,23.452555,252.1213
"501",2020-04-30 20:00:00,25.14852,256.7595
"502",2020-04-30 21:00:00,23.441502,259.38034
"503",2020-04-30 22:00:00,17.581125,259.38034
"504",2020-04-30 23:00:00,10.587917,252.18112
"505",2020-05-01 00:00:00,6.489992,236.30994
"506",2020-05-01 01:00:00,5.904439,232.43141
"507",2020-05-01 02:00:00,4.6102495,231.3402
"508",2020-05-01 03:00:00,2.9024127,209.74489
"509",2020-05-01 04:00:00,2.4149535,153.43495
"510",2020-05-01 05:00:00,4.6938257,122.47119
"511",2020-05-01 06:00:00,4.379589,99.46232
"512",2020-05-01 07:00:00,7.342588,101.30993
"513",2020-05-01 08:00:00,6.9527545,111.2505
"514",2020-05-01 09:00:00,9.178235,131.82016
"515",2020-05-01 10:00:00,12.904882,157.01128
"516",2020-05-01 11:00:00,17.771753,173.01894
"517",2020-05-01 12:00:00,20.929596,183.94519
"518",2020-05-01 13:00:00,23.83896,194.87569
"519",2020-05-01 14:00:00,25.671307,202.24902
"520",2020-05-01 15:00:00,27.06472,208.61046
"521",2020-05-01 16:00:00,26.66188,214.54837
"522",2020-05-01 17:00:00,25.41763,217.51912
"523",2020-05-01 18:00:00,26.87491,219.01941
"524",2020-05-01 19:00:00,22.45315,221.0995
"525",2020-05-01 20:00:00,19.35314,223.49257
"526",2020-05-01 21:00:00,11.457958,223.72697
"527",2020-05-01 22:00:00,7.24486,206.56505
"528",2020-05-01 23:00:00,6.162207,186.70984
"529",2020-05-02 00:00:00,5.4477882,172.40535
"530",2020-05-02 01:00:00,5.0142193,158.9625
"531",2020-05-02 02:00:00,4.39436,145.00798
"532",2020-05-02 03:00:00,4.510787,118.61046
"533",2020-05-02 04:00:00,5.1544156,102.09476
"534",2020-05-02 05:00:00,6.519877,96.34019
"535",2020-05-02 06:00:00,10.495713,112.16634
"536",2020-05-02 07:00:00,10.041354,104.534454
"537",2020-05-02 08:00:00,9.449572,107.74467
"538",2020-05-02 09:00:00,14.003028,136.04163
