"","timestamp","√.lvaro.Obreg√≥n.Wind.Speed..80.m.","√.lvaro.Obreg√≥n.Wind.Direction..80.m."
"486",2020-04-30 05:00:00,5.0911684,81.869896
"487",2020-04-30 06:00:00,5.6920996,108.434944
"488",2020-04-30 07:00:00,4.0249224,116.56505
"489",2020-04-30 08:00:00,5.4477882,82.40536
"490",2020-04-30 09:00:00,8.825508,101.76829
"491",2020-04-30 10:00:00,8.209263,105.25512
"492",2020-04-30 11:00:00,6.489992,93.179825
"493",2020-04-30 12:00:00,6.9899354,78.11134
"494",2020-04-30 13:00:00,9.826088,61.557068
"495",2020-04-30 14:00:00,11.753877,62.65013
"496",2020-04-30 15:00:00,14.48972,63.43495
"497",2020-04-30 16:00:00,15.137133,64.65382
"498",2020-04-30 17:00:00,15.778518,62.85031
"499",2020-04-30 18:00:00,17.068707,62.354027
"500",2020-04-30 19:00:00,18.25026,75.14138
"501",2020-04-30 20:00:00,20.380579,72.525215
"502",2020-04-30 21:00:00,16.327497,104.03624
"503",2020-04-30 22:00:00,11.592894,53.841812
"504",2020-04-30 23:00:00,10.233123,50.7106
"505",2020-05-01 00:00:00,10.823973,86.18592
"506",2020-05-01 01:00:00,9.793058,107.10272
"507",2020-05-01 02:00:00,7.2805495,98.53076
"508",2020-05-01 03:00:00,6.130579,86.63353
"509",2020-05-01 04:00:00,7.24486,63.43495
"510",2020-05-01 05:00:00,8.669949,48.366455
"511",2020-05-01 06:00:00,10.009036,52.305756
"512",2020-05-01 07:00:00,9.793059,53.97262
"513",2020-05-01 08:00:00,11.304229,350.83765
"514",2020-05-01 09:00:00,9.255571,13.495728
"515",2020-05-01 10:00:00,8.287822,55.61966
"516",2020-05-01 11:00:00,9.255571,76.504265
"517",2020-05-01 12:00:00,11.525623,75.52971
"518",2020-05-01 13:00:00,14.759999,77.31962
"519",2020-05-01 14:00:00,16.808569,80.134186
"520",2020-05-01 15:00:00,18.228943,80.90972
"521",2020-05-01 16:00:00,19.245697,82.47618
"522",2020-05-01 17:00:00,20.523155,88.99491
"523",2020-05-01 18:00:00,20.316889,97.125015
"524",2020-05-01 19:00:00,21.829777,103.348724
"525",2020-05-01 20:00:00,24.023088,119.63838
"526",2020-05-01 21:00:00,19.652176,118.442924
"527",2020-05-01 22:00:00,13.979872,124.508514
