"","timestamp","El.Nuevo.Mercurio.Wind.Speed..80.m.","El.Nuevo.Mercurio.Wind.Direction..80.m."
"484",2020-04-30 03:00:00,12.287555,121.82744
"485",2020-04-30 04:00:00,11.720751,137.48955
"486",2020-04-30 05:00:00,10.948973,152.59242
"487",2020-04-30 06:00:00,10.028439,158.9625
"488",2020-04-30 07:00:00,8.557102,157.75098
"489",2020-04-30 08:00:00,7.42159,165.96376
"490",2020-04-30 09:00:00,7.771331,166.6075
"491",2020-04-30 10:00:00,6.28713,156.37062
"492",2020-04-30 11:00:00,5.3999996,143.1301
"493",2020-04-30 12:00:00,5.0911684,135
"494",2020-04-30 13:00:00,3.8939953,123.69006
"495",2020-04-30 14:00:00,3.2599385,96.34019
"496",2020-04-30 15:00:00,2.5455842,81.869896
"497",2020-04-30 16:00:00,3.2599385,83.65981
"498",2020-04-30 17:00:00,3.319036,77.47118
"499",2020-04-30 18:00:00,3.7585104,73.30075
"500",2020-04-30 19:00:00,5.506941,78.69006
"501",2020-04-30 20:00:00,15.408671,37.40535
"502",2020-04-30 21:00:00,12.10157,59.620865
"503",2020-04-30 22:00:00,14.404499,88.5679
"504",2020-04-30 23:00:00,15.379206,106.31385
"505",2020-05-01 00:00:00,15.077082,123.31062
"506",2020-05-01 01:00:00,17.377226,140.04245
"507",2020-05-01 02:00:00,19.64228,153.90457
"508",2020-05-01 03:00:00,21.218632,165.25644
"509",2020-05-01 04:00:00,19.652176,171.57303
"510",2020-05-01 05:00:00,17.581125,169.38034
"511",2020-05-01 06:00:00,16.279802,161.96571
"512",2020-05-01 07:00:00,15.463246,155.22485
"513",2020-05-01 08:00:00,14.255272,135
"514",2020-05-01 09:00:00,11.525623,141.34018
"515",2020-05-01 10:00:00,9.227524,159.44395
"516",2020-05-01 11:00:00,6.8399997,180
"517",2020-05-01 12:00:00,4.198285,239.03624
"518",2020-05-01 13:00:00,3.5455887,293.9625
"519",2020-05-01 14:00:00,3.319036,310.60132
"520",2020-05-01 15:00:00,2.4149535,333.43497
"521",2020-05-01 16:00:00,1.8,323.13013
"522",2020-05-01 17:00:00,1.8,323.13013
"523",2020-05-01 18:00:00,1.8,360
"524",2020-05-01 19:00:00,1.484318,14.03624
"525",2020-05-01 20:00:00,8.759178,9.462311
"526",2020-05-01 21:00:00,7.5685663,25.34616
"527",2020-05-01 22:00:00,7.42159,67.166336
"528",2020-05-01 23:00:00,9.72,89.99999
"529",2020-05-02 00:00:00,11.304229,99.162346
"530",2020-05-02 01:00:00,11.966953,111.161255
"531",2020-05-02 02:00:00,13.217443,119.35774
"532",2020-05-02 03:00:00,15.530151,134.0608
"533",2020-05-02 04:00:00,17.414474,150.25511
"534",2020-05-02 05:00:00,18.11841,159.04422
"535",2020-05-02 06:00:00,18.448023,162.97948
"536",2020-05-02 07:00:00,16.766108,165.06857
"537",2020-05-02 08:00:00,9.826088,151.55707
"538",2020-05-02 09:00:00,9.19939,149.42078
"539",2020-05-02 10:00:00,8.699793,155.55605
