"","timestamp","Cahuapan.Wind.Speed..80.m.","Cahuapan.Wind.Direction..80.m."
"514",2020-05-01 09:00:00,12.6462,4.8990936
"515",2020-05-01 10:00:00,14.154915,7.3057404
"516",2020-05-01 11:00:00,17.651016,11.76828
"517",2020-05-01 12:00:00,22.61419,13.815018
"518",2020-05-01 13:00:00,25.071096,15.832382
"519",2020-05-01 14:00:00,27.558228,19.85521
"520",2020-05-01 15:00:00,31.765793,23.36911
"521",2020-05-01 16:00:00,33.50128,28.217346
"522",2020-05-01 17:00:00,34.76377,31.879593
"523",2020-05-01 18:00:00,33.56312,35.39479
"524",2020-05-01 19:00:00,32.49785,39.155426
"525",2020-05-01 20:00:00,27.504093,37.019867
"526",2020-05-01 21:00:00,24.522314,40.236343
"527",2020-05-01 22:00:00,20.746122,38.659805
"528",2020-05-01 23:00:00,20.26899,33.40782
"529",2020-05-02 00:00:00,20.00512,30.256424
"530",2020-05-02 01:00:00,19.734436,38.333344
"531",2020-05-02 02:00:00,19.881649,47.93567
"532",2020-05-02 03:00:00,17.654688,50.792786
"533",2020-05-02 04:00:00,13.276144,49.398697
"534",2020-05-02 05:00:00,11.246759,39.805573
"535",2020-05-02 06:00:00,9.504272,37.30394
"536",2020-05-02 07:00:00,8.0899935,32.275635
"537",2020-05-02 08:00:00,8.825508,11.76828
"538",2020-05-02 09:00:00,10.233123,39.2894
"539",2020-05-02 10:00:00,10.44,43.602814
"540",2020-05-02 11:00:00,10.587918,35.311203
"541",2020-05-02 12:00:00,12.72283,25.114822
