"","timestamp","Playa.Novillero.Wind.Speed..80.m.","Playa.Novillero.Wind.Direction..80.m."
"447",2020-04-28 14:00:00,15.315873,240.42216
"448",2020-04-28 15:00:00,16.610792,240.1011
"449",2020-04-28 16:00:00,17.906157,239.82648
"450",2020-04-28 17:00:00,13.397612,239.30028
"451",2020-04-28 18:00:00,12.7279215,241.26021
"452",2020-04-28 19:00:00,6.792466,237.99463
"453",2020-04-28 20:00:00,5.95906,244.98311
"454",2020-04-28 21:00:00,1.8,233.1301
"455",2020-04-28 22:00:00,0.71999997,89.99999
"456",2020-04-28 23:00:00,3.4152596,71.56504
"457",2020-04-29 00:00:00,5.5887027,75.06858
"458",2020-04-29 01:00:00,6.151683,69.443954
"459",2020-04-29 02:00:00,6.28713,66.37062
"460",2020-04-29 03:00:00,5.815978,68.19859
"461",2020-04-29 04:00:00,6.12,61.927513
"462",2020-04-29 05:00:00,6.297428,59.036255
"463",2020-04-29 06:00:00,6.696387,53.746155
"464",2020-04-29 07:00:00,10.495713,67.83366
"465",2020-04-29 08:00:00,6.830519,71.56504
"466",2020-04-29 09:00:00,1.8,89.99999
"467",2020-04-29 10:00:00,3.319036,229.39871
"468",2020-04-29 11:00:00,5.991594,237.26477
"469",2020-04-29 12:00:00,9.659814,243.43495
"470",2020-04-29 13:00:00,10.163227,247.0679
"471",2020-04-29 14:00:00,11.440979,245.85446
"472",2020-04-29 15:00:00,10.805998,240.01837
"473",2020-04-29 16:00:00,12.287555,238.17256
"474",2020-04-29 17:00:00,10.990322,238.3925
"475",2020-04-29 18:00:00,11.4862,237.80426
"476",2020-04-29 19:00:00,5.4833565,246.8014
"477",2020-04-29 20:00:00,6.12,241.92752
"478",2020-04-29 21:00:00,4.829907,206.56505
"479",2020-04-29 22:00:00,5.4119864,176.18593
"480",2020-04-29 23:00:00,5.692099,145.30484
"481",2020-04-30 00:00:00,6.638072,130.60129
"482",2020-04-30 01:00:00,6.792466,122.00538
"483",2020-04-30 02:00:00,6.151683,110.556046
"484",2020-04-30 03:00:00,5.7599998,89.99999
"485",2020-04-30 04:00:00,5.937272,75.96376
"486",2020-04-30 05:00:00,5.8048253,60.25511
"487",2020-04-30 06:00:00,6.9153743,51.34018
"488",2020-04-30 07:00:00,7.729527,62.241455
"489",2020-04-30 08:00:00,2.7416782,66.8014
"490",2020-04-30 09:00:00,1.8,233.1301
"491",2020-04-30 10:00:00,3.8939953,236.30994
"492",2020-04-30 11:00:00,5.1919937,236.30994
"493",2020-04-30 12:00:00,9.659814,243.43495
"494",2020-04-30 13:00:00,11.770403,246.57132
"495",2020-04-30 14:00:00,14.986553,245.89777
"496",2020-04-30 15:00:00,14.81259,244.05771
"497",2020-04-30 16:00:00,16.434305,241.18921
"498",2020-04-30 17:00:00,15.575981,236.30994
"499",2020-04-30 18:00:00,16.870138,230.19443
"500",2020-04-30 19:00:00,5.815978,201.8014
"501",2020-04-30 20:00:00,7.9932966,234.16235
"502",2020-04-30 21:00:00,6.2145634,259.992
"503",2020-04-30 22:00:00,4.73506,278.74615
"504",2020-04-30 23:00:00,2.8116899,320.19443
"505",2020-05-01 00:00:00,3.9763298,5.194412
"506",2020-05-01 01:00:00,5.1919937,33.690063
"507",2020-05-01 02:00:00,5.3517847,42.27368
"508",2020-05-01 03:00:00,5.3517847,42.27368
"509",2020-05-01 04:00:00,5.6233797,50.194427
"510",2020-05-01 05:00:00,5.6233797,50.194427
"511",2020-05-01 06:00:00,6.1305785,49.76364
"512",2020-05-01 07:00:00,7.42159,67.166336
"513",2020-05-01 08:00:00,3.319036,49.398697
"514",2020-05-01 09:00:00,0.5091169,315
"515",2020-05-01 10:00:00,4.452954,255.96376
"516",2020-05-01 11:00:00,6.638072,257.4712
"517",2020-05-01 12:00:00,10.587917,252.18112
"518",2020-05-01 13:00:00,12.768586,248.49857
"519",2020-05-01 14:00:00,17.25373,246.64444
"520",2020-05-01 15:00:00,18.03237,243.9465
"521",2020-05-01 16:00:00,19.33639,241.04901
"522",2020-05-01 17:00:00,12.88981,234.09029
"523",2020-05-01 18:00:00,12.387348,234.46233
"524",2020-05-01 19:00:00,6.1094027,225
"525",2020-05-01 20:00:00,6.8777895,222.8789
"526",2020-05-01 21:00:00,4.198285,210.96376
"527",2020-05-01 22:00:00,2.6208394,195.9454
"528",2020-05-01 23:00:00,1.2979984,123.69006
"529",2020-05-02 00:00:00,2.8799999,89.99999
"530",2020-05-02 01:00:00,4.73506,81.25384
"531",2020-05-02 02:00:00,4.896529,72.89727
"532",2020-05-02 03:00:00,4.6800003,67.380135
"533",2020-05-02 04:00:00,4.6800003,67.380135
"534",2020-05-02 05:00:00,4.6800003,67.380135
"535",2020-05-02 06:00:00,5.00128,59.74356
"536",2020-05-02 07:00:00,7.2805495,81.46923
"537",2020-05-02 08:00:00,2.16,89.99999
