"","timestamp","Armadillo.de.los.Infante.Wind.Speed..80.m.","Armadillo.de.los.Infante.Wind.Direction..80.m."
"316",2020-04-25 03:00:00,4.8433046,41.987198
"317",2020-04-25 04:00:00,4.452954,14.03624
"318",2020-04-25 05:00:00,5.04,360
"319",2020-04-25 06:00:00,6.162207,353.29016
"320",2020-04-25 07:00:00,6.638072,347.4712
"321",2020-04-25 08:00:00,0.71999997,270
"322",2020-04-25 09:00:00,0.35999998,270
"323",2020-04-25 10:00:00,2.3051248,128.6598
"324",2020-04-25 11:00:00,6.193674,125.537674
"325",2020-04-25 12:00:00,8.78872,124.99202
"326",2020-04-25 13:00:00,11.113451,114.90476
"327",2020-04-25 14:00:00,13.32,108.92464
"328",2020-04-25 15:00:00,18,106.2602
"329",2020-04-25 16:00:00,21.41319,106.60698
"330",2020-04-25 17:00:00,26.807312,104.78272
"331",2020-04-25 18:00:00,34.322937,102.72435
"332",2020-04-25 19:00:00,42.376144,99.7824
"333",2020-04-25 20:00:00,50.06072,102.0372
"334",2020-04-25 21:00:00,52.51683,106.323044
"335",2020-04-25 22:00:00,34.66858,105.04639
"336",2020-04-25 23:00:00,24.933735,94.96974
"337",2020-04-26 00:00:00,9.904906,70.90651
"338",2020-04-26 01:00:00,10.1887,57.994614
"339",2020-04-26 02:00:00,10.931203,72.75854
"340",2020-04-26 03:00:00,10.948973,80.537674
"341",2020-04-26 04:00:00,9.422101,83.41805
"342",2020-04-26 05:00:00,9.3669195,87.7974
"343",2020-04-26 06:00:00,9.028754,85.42608
"344",2020-04-26 07:00:00,9.605998,77.00538
"345",2020-04-26 08:00:00,10.636766,113.96249
"346",2020-04-26 09:00:00,11.440978,102.72436
"347",2020-04-26 10:00:00,16.676977,103.73626
"348",2020-04-26 11:00:00,16.946787,102.26477
"349",2020-04-26 12:00:00,21.046917,102.8477
"350",2020-04-26 13:00:00,26.983194,103.1092
"351",2020-04-26 14:00:00,31.259941,104.67639
"352",2020-04-26 15:00:00,35.309372,106.58733
"353",2020-04-26 16:00:00,36.324337,109.69202
"354",2020-04-26 17:00:00,35.364388,112.12633
"355",2020-04-26 18:00:00,31.154043,112.416145
"356",2020-04-26 19:00:00,28.185953,114.928474
"357",2020-04-26 20:00:00,35.757988,106.975494
"358",2020-04-26 21:00:00,34.763775,105.619385
"359",2020-04-26 22:00:00,26.200977,102.699585
"360",2020-04-26 23:00:00,19.770523,100.49147
"361",2020-04-27 00:00:00,14.799459,94.18491
"362",2020-04-27 01:00:00,12.24,89.99999
"363",2020-04-27 02:00:00,10.086427,87.95459
"364",2020-04-27 03:00:00,8.12197,77.19573
"365",2020-04-27 04:00:00,6.151683,69.443954
"366",2020-04-27 05:00:00,5.154415,65.224846
"367",2020-04-27 06:00:00,4.6102495,51.34018
"368",2020-04-27 07:00:00,4.6102495,51.34018
"369",2020-04-27 08:00:00,4.1046314,52.125
"370",2020-04-27 09:00:00,4.1046314,74.74488
"371",2020-04-27 10:00:00,5.506941,101.30993
"372",2020-04-27 11:00:00,8.225035,113.19859
"373",2020-04-27 12:00:00,9.449572,107.74467
"374",2020-04-27 13:00:00,12.074766,100.30484
"375",2020-04-27 14:00:00,13.493999,99.21102
"376",2020-04-27 15:00:00,18.998314,99.8193
"377",2020-04-27 16:00:00,22.380884,101.12919
"378",2020-04-27 17:00:00,21.749481,102.42594
"379",2020-04-27 18:00:00,23.023119,99.904175
"380",2020-04-27 19:00:00,26.882141,97.696045
"381",2020-04-27 20:00:00,30.453527,96.78896
"382",2020-04-27 21:00:00,26.478973,97.0284
"383",2020-04-27 22:00:00,18.532133,97.815285
"384",2020-04-27 23:00:00,15.328561,99.46232
"385",2020-04-26 00:00:00,26.260265,123.254364
"386",2020-04-26 01:00:00,19.66536,113.7495
"387",2020-04-26 02:00:00,14.145756,104.74355
"388",2020-04-26 03:00:00,10.239453,100.124664
"389",2020-04-26 04:00:00,7.2359104,95.71059
"390",2020-04-26 05:00:00,5.771239,86.42367
"391",2020-04-26 06:00:00,5.315336,61.699234
"393",2020-04-26 08:00:00,9.9571085,77.47118
"394",2020-04-26 09:00:00,10.948973,80.537674
"395",2020-04-26 10:00:00,11.570515,84.64417
"396",2020-04-26 11:00:00,13.684735,91.50743
"397",2020-04-26 12:00:00,14.799459,94.18491
"398",2020-04-26 13:00:00,17.462784,98.29714
"399",2020-04-26 14:00:00,18.782204,102.17145
"400",2020-04-26 15:00:00,22.26477,104.03624
"401",2020-04-26 16:00:00,27.504095,104.40002
"402",2020-04-26 17:00:00,31.89608,106.38954
"403",2020-04-26 18:00:00,35.52162,107.700424
"404",2020-04-26 19:00:00,39.39986,109.75946
"417",2020-04-27 08:00:00,9.387651,147.52881
"418",2020-04-27 09:00:00,7.7879906,146.30994
"419",2020-04-27 10:00:00,8.161764,138.57634
"420",2020-04-27 11:00:00,10.514218,128.04704
"421",2020-04-27 12:00:00,14.021525,119.19748
"422",2020-04-27 13:00:00,19.66536,113.7495
"423",2020-04-27 14:00:00,22.127556,111.97451
"424",2020-04-27 15:00:00,22.66857,110.44955
"425",2020-04-27 16:00:00,20.188908,111.99113
"427",2020-04-27 18:00:00,26.525429,97.800186
"428",2020-04-27 19:00:00,29.533169,99.11786
"429",2020-04-27 20:00:00,30.599998,118.07248
"430",2020-04-27 21:00:00,17.25373,113.35556
"431",2020-04-27 22:00:00,11.928989,95.19443
"432",2020-04-27 23:00:00,9.605998,102.99461
"433",2020-04-28 00:00:00,8.557102,104.620865
"434",2020-04-28 01:00:00,9.227524,110.556046
"435",2020-04-28 02:00:00,7.754637,111.80141
"436",2020-04-28 03:00:00,6.6185193,112.380135
"437",2020-04-28 04:00:00,5.00128,120.25643
"438",2020-04-28 05:00:00,4.1046314,127.874985
"439",2020-04-28 06:00:00,2.4149535,153.43495
"440",2020-04-28 07:00:00,1.2979984,236.30994
"441",2020-04-28 08:00:00,2.8799999,89.99999
"442",2020-04-28 09:00:00,0.71999997,180
"443",2020-04-28 10:00:00,2.0364676,225
"444",2020-04-28 11:00:00,3.319036,229.39871
"445",2020-04-28 12:00:00,3.7064266,240.9454
"446",2020-04-28 13:00:00,3.6179552,264.28943
"447",2020-04-28 14:00:00,2.6208394,285.9454
"448",2020-04-28 15:00:00,2.52,360
"449",2020-04-28 16:00:00,2.9024127,29.744873
"450",2020-04-28 17:00:00,4.1046314,74.74488
"451",2020-04-28 18:00:00,8.287822,92.48955
"452",2020-04-28 19:00:00,22.505037,97.35238
"453",2020-04-28 20:00:00,19.201874,120.41107
"454",2020-04-28 21:00:00,21.575987,115.70995
"455",2020-04-28 22:00:00,21.325253,111.80141
"456",2020-04-28 23:00:00,17.533146,109.17901
"457",2020-04-29 00:00:00,14.689589,107.10272
"458",2020-04-29 01:00:00,13.896187,106.55707
"459",2020-04-29 02:00:00,9.826088,98.42697
"460",2020-04-29 03:00:00,7.5599995,89.99999
"461",2020-04-29 04:00:00,7.5170207,106.69924
"462",2020-04-29 05:00:00,7.928177,129.47246
"463",2020-04-29 06:00:00,8.654986,163.07248
"464",2020-04-29 07:00:00,9.3876505,184.39871
"465",2020-04-29 08:00:00,6.9899354,191.88866
"466",2020-04-29 09:00:00,4.2136917,199.98311
"467",2020-04-29 10:00:00,3.8773184,201.8014
"468",2020-04-29 11:00:00,2.5959969,213.69006
"469",2020-04-29 12:00:00,0.5091169,225
"470",2020-04-29 13:00:00,4.6938257,32.47119
"471",2020-04-29 14:00:00,10.97262,41.009094
"472",2020-04-29 15:00:00,16.055355,47.726303
"473",2020-04-29 16:00:00,16.179987,57.72435
"474",2020-04-29 17:00:00,17.418196,71.93952
"475",2020-04-29 18:00:00,22.608458,80.83765
"476",2020-04-29 19:00:00,31.338614,88.02507
"477",2020-04-29 20:00:00,10.661107,101.68936
"478",2020-04-29 21:00:00,17.414476,82.874985
"479",2020-04-29 22:00:00,30.77105,96.04409
