"","timestamp","Samahil.Wind.Speed..80.m.","Samahil.Wind.Direction..80.m."
"533",2020-05-02 04:00:00,14.830076,84.4278
"534",2020-05-02 05:00:00,15.226764,83.21102
"535",2020-05-02 06:00:00,15.124284,88.63607
"536",2020-05-02 07:00:00,15.496736,92.662994
"537",2020-05-02 08:00:00,14.081478,94.398705
"538",2020-05-02 09:00:00,16.454008,100.0806
"539",2020-05-02 10:00:00,14.618837,99.92624
"540",2020-05-02 11:00:00,13.138765,99.46232
"541",2020-05-02 12:00:00,12.324414,96.70984
"542",2020-05-02 13:00:00,11.252519,97.35238
"543",2020-05-02 14:00:00,10.440001,89.99999
"544",2020-05-02 15:00:00,10.24578,71.565056
"545",2020-05-02 16:00:00,14.84318,39.09384
"546",2020-05-02 17:00:00,22.870626,28.178574
"547",2020-05-02 18:00:00,21.767351,34.2157
"548",2020-05-02 19:00:00,23.333443,38.107574
